1,0.00037185
2,0.00037185
3,0.00037185
4,0.00037185
5,0.00037185
6,0.00037185
7,0.00037185
8,0.00037185
9,0.00037185
10,0.00037185
11,0.00037185
12,0.00037185
13,0.00037185
14,0.00037185
15,0.00037185
16,0.00037185
17,0.00037185
18,0.00037185
19,0.00037185
20,0.00037185
21,0.00037173
22,0.00037173
23,0.00037173
24,0.0003716
25,0.0003716
26,0.00037151
27,0.00037151
28,0.00037151
29,0.00037148
30,0.00037148
31,0.00037148
32,0.00037144
33,0.00037141
34,0.00037138
35,0.00037138
36,0.00037114
37,0.00037099
38,0.00037092
39,0.00037079
40,0.00037008
41,0.0003693
42,0.00036812
43,0.0003666
44,0.00036451
45,0.00036008
46,0.00035558
47,0.00034808
48,0.00034156
49,0.00033312
50,0.00031945
51,0.00030152
52,0.00027633
53,0.00025884
54,0.00023642
55,0.00021272
56,0.0001931
57,0.00017298
58,0.0001515
59,0.0001279
60,0.0001121
61,9.5182e-05
62,8.0799e-05
63,6.5402e-05
64,5.2943e-05
65,4.511e-05
66,3.704e-05
67,3.0692e-05
68,2.5729e-05
69,2.0259e-05
70,1.6747e-05
71,1.4924e-05
72,1.148e-05
73,9.7242e-06
74,8.036e-06
75,6.6516e-06
76,5.1322e-06
77,4.3894e-06
78,3.579e-06
79,3.2414e-06
80,2.9038e-06
81,2.5999e-06
82,1.9246e-06
83,1.4181e-06
84,1.0805e-06
85,9.1164e-07
86,9.1164e-07
87,7.4282e-07
88,5.74e-07
89,5.74e-07
90,5.74e-07
91,3.7141e-07
92,3.7141e-07
93,2.0259e-07
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
